0
"{'label': 'POSITIVE', 'score': 0.7481213212013245}"
"{'label': 'NEGATIVE', 'score': 0.985782265663147}"
"{'label': 'NEGATIVE', 'score': 0.8753983378410339}"
"{'label': 'NEGATIVE', 'score': 0.9948284029960632}"
"{'label': 'NEGATIVE', 'score': 0.9566112160682678}"
"{'label': 'NEGATIVE', 'score': 0.9965389966964722}"
"{'label': 'NEGATIVE', 'score': 0.8918161988258362}"
"{'label': 'NEGATIVE', 'score': 0.9908157587051392}"
"{'label': 'NEGATIVE', 'score': 0.999777615070343}"
"{'label': 'NEGATIVE', 'score': 0.9717658162117004}"
"{'label': 'NEGATIVE', 'score': 0.9102960228919983}"
"{'label': 'NEGATIVE', 'score': 0.9970265030860901}"
"{'label': 'NEGATIVE', 'score': 0.9588028192520142}"
"{'label': 'NEGATIVE', 'score': 0.9882340431213379}"
"{'label': 'NEGATIVE', 'score': 0.9119961261749268}"
"{'label': 'NEGATIVE', 'score': 0.9933102130889893}"
"{'label': 'POSITIVE', 'score': 0.9982048273086548}"
"{'label': 'NEGATIVE', 'score': 0.8744642734527588}"
"{'label': 'NEGATIVE', 'score': 0.9871000051498413}"
"{'label': 'NEGATIVE', 'score': 0.9936995506286621}"
"{'label': 'POSITIVE', 'score': 0.9981868863105774}"
"{'label': 'NEGATIVE', 'score': 0.998473584651947}"
"{'label': 'NEGATIVE', 'score': 0.9842146635055542}"
"{'label': 'POSITIVE', 'score': 0.9972947239875793}"
"{'label': 'NEGATIVE', 'score': 0.9538859128952026}"
"{'label': 'NEGATIVE', 'score': 0.9646673202514648}"
"{'label': 'NEGATIVE', 'score': 0.9917395114898682}"
"{'label': 'NEGATIVE', 'score': 0.9991550445556641}"
"{'label': 'NEGATIVE', 'score': 0.9065711498260498}"
"{'label': 'NEGATIVE', 'score': 0.9886512756347656}"
"{'label': 'NEGATIVE', 'score': 0.9886512756347656}"
"{'label': 'NEGATIVE', 'score': 0.9886512756347656}"
"{'label': 'NEGATIVE', 'score': 0.9886512756347656}"
"{'label': 'NEGATIVE', 'score': 0.9863759875297546}"
"{'label': 'NEGATIVE', 'score': 0.9874927997589111}"
"{'label': 'NEGATIVE', 'score': 0.9874927997589111}"
"{'label': 'NEGATIVE', 'score': 0.9866569638252258}"
"{'label': 'NEGATIVE', 'score': 0.9880926012992859}"
"{'label': 'NEGATIVE', 'score': 0.9880926012992859}"
"{'label': 'NEGATIVE', 'score': 0.9884756803512573}"
"{'label': 'NEGATIVE', 'score': 0.9884756803512573}"
"{'label': 'NEGATIVE', 'score': 0.9865695834159851}"
"{'label': 'NEGATIVE', 'score': 0.984653890132904}"
"{'label': 'NEGATIVE', 'score': 0.984653890132904}"
"{'label': 'NEGATIVE', 'score': 0.992569625377655}"
"{'label': 'NEGATIVE', 'score': 0.9968953132629395}"
"{'label': 'POSITIVE', 'score': 0.7371087670326233}"
"{'label': 'NEGATIVE', 'score': 0.9954293966293335}"
"{'label': 'NEGATIVE', 'score': 0.9817630648612976}"
"{'label': 'NEGATIVE', 'score': 0.9939321875572205}"
"{'label': 'NEGATIVE', 'score': 0.9862057566642761}"
"{'label': 'NEGATIVE', 'score': 0.9280322790145874}"
"{'label': 'NEGATIVE', 'score': 0.9971075654029846}"
"{'label': 'NEGATIVE', 'score': 0.9865542650222778}"
"{'label': 'NEGATIVE', 'score': 0.9844799637794495}"
"{'label': 'NEGATIVE', 'score': 0.9032384753227234}"
"{'label': 'NEGATIVE', 'score': 0.986077070236206}"
"{'label': 'NEGATIVE', 'score': 0.986077070236206}"
"{'label': 'NEGATIVE', 'score': 0.986077070236206}"
"{'label': 'NEGATIVE', 'score': 0.986077070236206}"
"{'label': 'NEGATIVE', 'score': 0.986077070236206}"
"{'label': 'NEGATIVE', 'score': 0.986077070236206}"
"{'label': 'NEGATIVE', 'score': 0.986077070236206}"
"{'label': 'NEGATIVE', 'score': 0.986077070236206}"
